OrderID,CustomerID,OrderDate,TotalAmount,PaymentMethod,Status
5534,8880,2023-09-08,38555,Credit Card,Shipped
5535,5794,2024-11-08,13506,Debit Card,Cancelled
5536,1032,2023-12-19,158718,Debit Card,Processing
5537,9398,2023-02-10,127554,UPI,Delivered
5538,7718,2023-02-10,178043,UPI,Shipped
5539,9068,2024-04-01,128093,Credit Card,Shipped
5540,3788,2023-01-26,76093,UPI,Shipped
5541,7541,2023-06-07,77867,Debit Card,Shipped
5542,491,2024-10-05,144274,Net Banking,Shipped
5543,1221,2024-10-17,152882,Net Banking,Delivered
5544,9408,2023-12-05,8710,UPI,Processing
5545,2455,2024-03-02,21055,UPI,Shipped
5546,5130,2024-12-21,32169,Credit Card,Cancelled
5547,7984,2024-01-09,192405,UPI,Shipped
5548,531,2023-12-11,57267,Credit Card,Delivered
5549,891,2024-08-12,65979,Credit Card,Shipped
5550,8342,2024-10-23,89571,Net Banking,Shipped
5551,1361,2024-06-16,190233,UPI,Processing
5552,6758,2023-03-24,169916,UPI,Shipped
5553,5153,2024-08-30,13111,UPI,Cancelled
5554,3821,2023-09-01,46941,Credit Card,Delivered
5555,3137,2024-02-09,177105,UPI,Shipped
5556,2581,2024-02-04,104240,Net Banking,Processing
5557,7979,2023-02-03,46701,Credit Card,Cancelled
5558,9999,2024-12-25,93362,Net Banking,Processing
5559,9936,2023-03-14,59220,UPI,Cancelled
5560,7441,2023-03-01,938,Credit Card,Delivered
5561,4287,2023-11-29,47372,Debit Card,Cancelled
5562,4705,2024-12-30,143151,Credit Card,Delivered
5563,3745,2024-01-13,117783,Credit Card,Processing
5564,6968,2024-05-14,74400,Debit Card,Delivered
5565,9184,2024-07-08,40150,Net Banking,Delivered
5566,2628,2024-05-24,125519,Credit Card,Delivered
5567,4520,2023-01-31,165712,Credit Card,Processing
5568,5493,2024-12-16,154068,Credit Card,Shipped
5569,7147,2024-04-23,111304,Net Banking,Delivered
5570,9419,2024-01-26,119236,Credit Card,Shipped
5571,943,2024-04-24,5097,Net Banking,Delivered
5572,9997,2024-06-11,9063,Net Banking,Shipped
5573,7567,2023-09-29,44485,Debit Card,Delivered
5574,846,2024-05-22,14350,Debit Card,Shipped
5575,5177,2024-04-18,148351,Credit Card,Cancelled
5576,7121,2023-12-16,86343,Credit Card,Cancelled
5577,5127,2024-05-13,89675,Net Banking,Shipped
5578,7502,2023-09-22,186187,Net Banking,Delivered
5579,4915,2023-08-18,127157,Debit Card,Shipped
5580,9459,2023-11-04,106388,UPI,Shipped
5581,7548,2024-11-14,35475,Debit Card,Processing
5582,7972,2023-10-12,85949,Credit Card,Cancelled
5583,8121,2024-01-15,89436,UPI,Shipped
5584,7560,2024-02-27,117792,Debit Card,Shipped
5585,4889,2023-09-28,12243,Credit Card,Shipped
5586,4128,2023-12-28,114657,Debit Card,Delivered
5587,6958,2024-05-22,83988,Net Banking,Delivered
5588,266,2023-11-28,72933,UPI,Delivered
5589,501,2024-08-19,41830,Debit Card,Processing
5590,177,2024-06-06,175489,Debit Card,Delivered
5591,1828,2024-05-07,180236,Net Banking,Processing
5592,5968,2024-06-13,113884,UPI,Delivered
5593,95,2024-07-15,84035,UPI,Delivered
5594,8906,2023-02-23,162589,Credit Card,Delivered
5595,2670,2023-08-06,113487,UPI,Delivered
5596,6194,2023-04-03,2914,Net Banking,Processing
5597,2833,2024-11-25,149700,Net Banking,Cancelled
5598,9566,2024-03-11,183097,Debit Card,Processing
5599,3309,2023-04-10,85950,Debit Card,Delivered
5600,2704,2024-03-24,50192,Net Banking,Shipped
5601,4000,2024-12-30,176620,Debit Card,Delivered
5602,4898,2024-02-11,171603,Credit Card,Processing
5603,296,2023-12-03,87124,Debit Card,Cancelled
5604,1270,2024-01-11,176576,Net Banking,Shipped
5605,5958,2023-06-06,124601,Credit Card,Shipped
5606,9054,2023-03-24,187234,Credit Card,Delivered
5607,5848,2024-11-15,111200,Net Banking,Cancelled
5608,4925,2023-08-20,170720,Debit Card,Delivered
5609,5975,2023-06-24,197377,Debit Card,Processing
5610,7089,2024-12-01,145971,UPI,Processing
5611,3653,2024-06-25,178771,Net Banking,Processing
5612,8854,2023-08-18,22893,Debit Card,Delivered
5613,4560,2023-08-17,34982,Debit Card,Shipped
5614,2345,2023-06-26,124301,Credit Card,Delivered
5615,9116,2023-05-13,119787,UPI,Shipped
5616,1247,2023-01-25,39720,Debit Card,Processing
5617,6985,2024-05-08,183418,Net Banking,Cancelled
5618,6546,2023-02-01,77380,Debit Card,Processing
5619,3335,2023-06-01,6544,UPI,Processing
5620,8337,2023-08-26,124602,UPI,Delivered
5621,7581,2023-11-19,127243,UPI,Delivered
5622,2516,2023-05-01,50228,Net Banking,Cancelled
5623,3013,2023-12-04,23631,UPI,Cancelled
5624,4493,2024-12-26,94292,Debit Card,Shipped
5625,2365,2023-01-07,65778,Net Banking,Processing
5626,1121,2024-04-18,43112,Debit Card,Delivered
5627,9247,2023-11-19,138588,Credit Card,Cancelled
5628,4322,2024-05-26,66159,UPI,Processing
5629,5187,2023-11-09,123224,UPI,Shipped
5630,7575,2023-05-05,152510,UPI,Cancelled
5631,4165,2023-01-10,196717,Credit Card,Shipped
5632,8628,2023-01-11,104536,UPI,Delivered
5633,3973,2023-06-12,191657,UPI,Cancelled
5634,4566,2023-03-31,151827,Debit Card,Shipped
5635,8933,2023-01-07,77887,Net Banking,Shipped
5636,38,2024-09-29,140869,Net Banking,Cancelled
5637,2302,2025-01-04,15140,UPI,Shipped
5638,1182,2024-08-04,59772,Net Banking,Cancelled
5639,1552,2023-12-10,113358,UPI,Delivered
5640,7471,2024-03-18,91237,UPI,Cancelled
5641,6897,2024-09-15,35673,Net Banking,Processing
5642,9379,2024-05-08,41266,Debit Card,Processing
5643,2962,2024-06-10,25614,Credit Card,Delivered
5644,4203,2024-07-12,196528,Net Banking,Cancelled
5645,9996,2024-09-01,123382,UPI,Processing
5646,4872,2024-05-22,90758,Net Banking,Processing
5647,1773,2024-11-15,56575,Credit Card,Cancelled
5648,49,2024-05-31,188310,Debit Card,Delivered
5649,1944,2024-06-03,86840,Net Banking,Cancelled
5650,8038,2024-06-30,171086,Credit Card,Processing
5651,9500,2024-02-13,198719,Debit Card,Delivered
5652,6625,2023-06-14,120020,Debit Card,Processing
5653,1794,2024-05-01,139685,Credit Card,Processing
5654,346,2023-04-24,13565,Debit Card,Processing
5655,4040,2023-12-09,182904,Credit Card,Shipped
5656,9193,2024-03-02,161120,Credit Card,Cancelled
5657,969,2023-01-31,175806,Credit Card,Shipped
5658,7752,2024-10-21,146847,Net Banking,Shipped
5659,486,2023-08-15,147543,Net Banking,Processing
5660,1691,2023-04-23,81516,UPI,Processing
5661,5235,2023-03-31,193530,Net Banking,Shipped
5662,9,2023-07-03,14891,Net Banking,Shipped
5663,2056,2024-08-11,170223,UPI,Cancelled
5664,1980,2023-05-13,76712,UPI,Delivered
5665,5943,2024-08-04,183315,Debit Card,Shipped
5666,3271,2023-07-17,82630,Net Banking,Delivered
5667,154,2023-04-25,8042,Credit Card,Delivered
5668,7973,2023-01-10,15755,Debit Card,Delivered
5669,1868,2023-04-16,151975,Debit Card,Delivered
5670,3,2023-12-11,113023,Net Banking,Delivered
5671,7177,2024-08-08,26957,Net Banking,Processing
5672,8650,2023-03-13,65035,Credit Card,Processing
5673,8238,2023-01-11,155442,Debit Card,Cancelled
5674,8188,2024-12-15,190227,Debit Card,Cancelled
5675,8791,2023-02-21,177959,Credit Card,Cancelled
5676,186,2023-08-06,178062,Net Banking,Delivered
5677,9572,2023-01-24,25426,Debit Card,Cancelled
5678,7698,2024-07-31,181409,UPI,Processing
5679,2883,2023-10-29,152874,UPI,Processing
5680,3265,2024-06-17,141638,UPI,Delivered
5681,7096,2023-08-03,102575,UPI,Shipped
5682,1703,2023-03-05,100651,Net Banking,Cancelled
5683,5410,2024-01-08,152826,Credit Card,Processing
5684,37,2023-07-08,138035,UPI,Delivered
5685,4412,2023-06-26,154124,Net Banking,Cancelled
5686,6187,2024-01-15,110517,Net Banking,Cancelled
5687,1465,2023-12-18,165072,Net Banking,Processing
5688,2283,2023-01-17,38415,UPI,Cancelled
5689,5260,2024-09-15,156833,UPI,Delivered
5690,7385,2024-08-14,132877,Net Banking,Delivered
5691,7089,2024-11-19,155269,Credit Card,Cancelled
5692,3293,2024-08-02,105655,Net Banking,Delivered
5693,4215,2024-09-29,40716,UPI,Shipped
5694,9849,2024-09-14,188463,Net Banking,Cancelled
5695,3320,2023-02-26,45837,Credit Card,Shipped
5696,8989,2023-04-02,32871,UPI,Processing
5697,8407,2023-04-19,143862,Credit Card,Processing
5698,7824,2023-11-12,60524,Net Banking,Shipped
5699,2039,2024-02-01,144242,Net Banking,Shipped
5700,30,2024-02-20,158769,Debit Card,Delivered
5701,9340,2024-01-23,129348,UPI,Cancelled
5702,2963,2023-07-29,15767,Credit Card,Processing
5703,7437,2024-02-18,108771,UPI,Cancelled
5704,8431,2023-12-31,55448,Credit Card,Shipped
5705,3544,2023-07-29,28659,Debit Card,Processing
5706,445,2023-09-14,29819,UPI,Shipped
5707,3253,2023-03-19,16466,Net Banking,Cancelled
5708,3422,2024-01-16,178208,Credit Card,Processing
5709,8010,2024-05-24,150834,Credit Card,Delivered
5710,3360,2023-12-13,67982,Debit Card,Cancelled
5711,9894,2023-05-25,96768,Debit Card,Processing
5712,5874,2023-02-07,107585,Debit Card,Shipped
5713,7924,2024-03-18,53156,Net Banking,Shipped
5714,5250,2023-03-20,125315,Net Banking,Processing
5715,2418,2024-07-10,178177,Net Banking,Shipped
5716,4566,2023-02-10,59028,Debit Card,Cancelled
5717,5318,2024-08-02,24692,Debit Card,Cancelled
5718,4678,2023-04-29,149819,Credit Card,Processing
5719,9860,2023-07-19,74719,Credit Card,Processing
5720,4686,2023-12-17,154717,Debit Card,Shipped
5721,1349,2023-03-06,138030,UPI,Delivered
5722,7812,2023-10-26,49457,Debit Card,Cancelled
5723,3165,2023-05-02,175824,Debit Card,Shipped
5724,7739,2023-02-13,89825,Debit Card,Delivered
5725,7846,2024-09-13,57847,Debit Card,Cancelled
5726,5331,2023-06-06,148426,Credit Card,Processing
5727,7089,2024-09-03,142410,Debit Card,Processing
5728,2740,2024-06-17,130132,UPI,Cancelled
5729,9360,2024-11-13,81631,UPI,Cancelled
5730,7203,2023-12-30,52555,Net Banking,Processing
5731,8752,2023-06-23,39789,UPI,Processing
5732,6942,2023-01-18,24525,UPI,Cancelled
5733,1993,2023-04-02,133069,Net Banking,Delivered
5734,9936,2023-04-01,183544,Net Banking,Cancelled
5735,4389,2023-02-24,47532,Credit Card,Delivered
5736,9744,2023-11-15,172682,UPI,Processing
5737,4634,2023-12-31,85303,Debit Card,Processing
5738,6,2023-10-12,161203,Credit Card,Processing
5739,6538,2023-03-03,175294,Net Banking,Processing
5740,2487,2024-04-16,73808,UPI,Delivered
5741,614,2023-04-15,198843,Net Banking,Cancelled
5742,4043,2024-10-05,31832,Net Banking,Delivered
5743,8277,2023-04-09,188981,Net Banking,Shipped
5744,2734,2024-12-13,111221,UPI,Shipped
5745,9026,2024-10-11,99910,Net Banking,Shipped
5746,4080,2024-10-19,102770,UPI,Processing
5747,9410,2023-03-27,51156,UPI,Shipped
5748,163,2024-03-10,181536,Net Banking,Shipped
5749,7804,2023-02-04,150329,Credit Card,Cancelled
5750,5514,2024-03-01,90916,Credit Card,Cancelled
5751,4149,2024-06-10,81954,Debit Card,Processing
5752,5485,2024-09-19,106877,Credit Card,Delivered
5753,3606,2024-12-04,92161,Credit Card,Cancelled
5754,3043,2024-09-24,127334,Net Banking,Delivered
5755,9924,2023-05-05,175163,Credit Card,Delivered
5756,7606,2024-09-27,175036,Debit Card,Shipped
5757,9767,2023-08-28,61038,UPI,Cancelled
5758,8266,2024-12-02,102784,Debit Card,Delivered
5759,6297,2023-07-04,105485,Debit Card,Processing
5760,9749,2024-04-23,15233,Credit Card,Shipped
5761,3288,2023-11-24,137609,Net Banking,Processing
5762,5975,2024-11-28,58379,Net Banking,Delivered
5763,8842,2024-09-15,5012,UPI,Cancelled
5764,5384,2024-01-27,175876,Debit Card,Shipped
5765,4564,2023-06-11,160197,Net Banking,Delivered
5766,2190,2024-05-28,71255,UPI,Delivered
5767,6765,2024-08-21,13677,Credit Card,Processing
5768,7339,2024-10-31,147624,Debit Card,Processing
5769,4650,2024-10-02,194269,Net Banking,Shipped
5770,7029,2024-06-02,4899,UPI,Cancelled
5771,8645,2024-08-28,69366,Net Banking,Processing
5772,3107,2024-02-01,81012,Credit Card,Shipped
5773,9252,2024-03-22,125584,UPI,Shipped
5774,4678,2024-01-08,76831,Credit Card,Cancelled
5775,596,2024-12-12,76789,UPI,Delivered
5776,2695,2024-05-30,17156,UPI,Delivered
5777,3478,2024-05-17,121725,UPI,Delivered
5778,3294,2023-07-28,193823,Net Banking,Shipped
5779,1014,2023-10-26,32318,UPI,Cancelled
5780,3342,2023-09-08,198397,UPI,Delivered
5781,5805,2025-01-02,76781,Debit Card,Processing
5782,2290,2023-07-07,65788,Credit Card,Processing
5783,5743,2024-05-11,57849,Credit Card,Delivered
5784,1153,2023-01-27,160266,Debit Card,Cancelled
5785,6801,2024-11-20,57991,Credit Card,Processing
5786,1813,2023-09-30,71186,UPI,Delivered
5787,2521,2024-12-30,22354,UPI,Shipped
5788,55,2024-01-01,28981,Net Banking,Shipped
5789,2552,2024-03-14,130860,Debit Card,Processing
5790,8653,2024-05-29,135131,Net Banking,Shipped
5791,8856,2023-04-03,19631,Credit Card,Cancelled
5792,2747,2023-10-09,88016,Credit Card,Processing
5793,9868,2024-08-02,98029,Net Banking,Cancelled
5794,9797,2024-12-06,87257,Net Banking,Cancelled
5795,6388,2024-11-19,21247,UPI,Delivered
5796,4682,2024-05-10,191207,Credit Card,Shipped
5797,605,2023-01-24,70697,Credit Card,Delivered
5798,4334,2023-09-02,104531,Net Banking,Shipped
5799,7720,2023-11-27,139415,Credit Card,Shipped
5800,5037,2024-04-15,38700,UPI,Shipped
5801,4819,2024-06-17,15094,UPI,Delivered
5802,2998,2025-01-02,134886,Credit Card,Delivered
5803,9808,2024-01-04,167313,UPI,Shipped
5804,4341,2023-10-05,111529,Credit Card,Shipped
5805,3869,2024-10-18,3965,Net Banking,Cancelled
5806,5507,2024-04-02,92180,Credit Card,Delivered
5807,2094,2023-01-27,105477,Credit Card,Processing
5808,571,2023-07-08,19519,UPI,Processing
5809,3667,2024-06-16,44377,UPI,Delivered
5810,3267,2023-01-09,99872,Net Banking,Processing
5811,6361,2023-05-31,80284,Net Banking,Cancelled
5812,779,2023-04-25,152329,Credit Card,Cancelled
5813,1226,2023-11-07,1196,Net Banking,Delivered
5814,3767,2023-05-02,9150,Net Banking,Delivered
5815,5069,2024-09-27,95898,Debit Card,Cancelled
5816,3027,2024-04-24,52991,Credit Card,Delivered
5817,2537,2023-05-22,189153,Debit Card,Delivered
5818,7155,2024-05-29,74032,UPI,Cancelled
5819,6644,2023-05-21,25866,Debit Card,Delivered
5820,6027,2024-06-27,127864,Debit Card,Cancelled
5821,6505,2025-01-02,58961,Credit Card,Delivered
5822,8132,2023-05-26,113973,UPI,Shipped
5823,8488,2023-05-02,6883,Credit Card,Delivered
5824,3239,2023-04-03,41107,UPI,Processing
5825,5902,2024-11-09,118875,Debit Card,Shipped
5826,3443,2024-12-20,121068,Debit Card,Shipped
5827,249,2024-03-27,140046,Debit Card,Delivered
5828,5407,2024-11-16,39075,Debit Card,Shipped
5829,634,2024-07-19,121691,Credit Card,Cancelled
5830,7399,2023-08-24,109381,Net Banking,Shipped
5831,7735,2023-11-11,112112,Debit Card,Cancelled
5832,1733,2023-09-30,34630,UPI,Shipped
5833,5250,2024-04-11,7582,Debit Card,Cancelled
5834,9490,2024-10-12,138468,Debit Card,Delivered
5835,8868,2023-12-04,108248,UPI,Shipped
5836,1823,2024-04-21,177560,Credit Card,Delivered
5837,2675,2024-12-15,163750,Debit Card,Processing
5838,3570,2023-06-22,172328,Debit Card,Processing
5839,2134,2023-07-25,100463,Credit Card,Shipped
5840,950,2023-10-07,169377,Debit Card,Cancelled
5841,4639,2024-08-15,85047,Debit Card,Shipped
5842,6123,2024-05-04,88194,Net Banking,Processing
5843,2654,2024-08-11,52564,Net Banking,Shipped
5844,470,2023-02-01,103535,Credit Card,Processing
5845,6575,2024-02-10,72762,Net Banking,Processing
5846,8212,2024-03-09,39257,Net Banking,Shipped
5847,2267,2023-06-09,135031,Debit Card,Cancelled
5848,7109,2023-10-26,108697,UPI,Shipped
5849,4374,2024-03-31,177309,UPI,Cancelled
5850,5853,2023-03-05,26363,Net Banking,Processing
5851,9586,2023-04-15,17766,Debit Card,Cancelled
5852,5478,2023-01-30,26681,UPI,Cancelled
5853,2636,2024-01-02,99299,Debit Card,Shipped
5854,8501,2023-12-29,118349,Debit Card,Shipped
5855,7893,2024-12-01,36437,Credit Card,Processing
5856,7853,2024-04-20,105380,Credit Card,Cancelled
5857,8731,2024-08-06,152081,UPI,Cancelled
5858,3090,2023-10-25,86229,UPI,Delivered
5859,3697,2023-01-08,112549,Debit Card,Shipped
5860,452,2024-05-15,115340,Net Banking,Shipped
5861,8452,2024-11-03,134118,UPI,Delivered
5862,3731,2024-09-09,70647,Net Banking,Cancelled
5863,5786,2024-03-12,176092,Debit Card,Cancelled
5864,7247,2023-08-19,174790,Net Banking,Processing
5865,1554,2023-11-02,168716,Net Banking,Delivered
5866,4805,2023-08-11,194208,UPI,Cancelled
5867,5789,2024-03-26,87622,Debit Card,Delivered
5868,2478,2024-07-19,153383,Debit Card,Processing
5869,983,2024-11-15,61198,UPI,Processing
5870,1529,2023-11-08,124762,Debit Card,Shipped
5871,9206,2023-04-03,21145,Credit Card,Processing
5872,9548,2025-01-04,90795,Credit Card,Delivered
5873,3281,2023-11-23,81693,Net Banking,Shipped
5874,1687,2024-12-23,198328,Credit Card,Cancelled
5875,8381,2023-10-18,134045,UPI,Processing
5876,7865,2024-02-15,47265,Debit Card,Delivered
5877,4518,2024-10-14,151399,Net Banking,Shipped
5878,8362,2024-09-08,133579,Credit Card,Cancelled
5879,2747,2024-05-21,56912,UPI,Delivered
5880,6588,2024-03-21,138237,UPI,Processing
5881,3011,2024-05-05,130287,UPI,Cancelled
5882,8299,2024-11-12,49641,Debit Card,Processing
5883,1104,2023-01-07,171226,Debit Card,Cancelled
5884,6954,2023-09-19,4364,Net Banking,Shipped
5885,709,2024-09-13,157443,Debit Card,Processing
5886,5362,2023-10-26,11301,Net Banking,Shipped
5887,4878,2024-02-16,100915,UPI,Delivered
5888,1231,2023-01-30,187297,Net Banking,Cancelled
5889,1980,2023-07-15,7090,Net Banking,Delivered
5890,7469,2024-01-22,179169,Net Banking,Processing
5891,4255,2023-07-09,190846,Net Banking,Processing
5892,5753,2024-03-16,136347,UPI,Processing
5893,616,2024-06-26,190106,Debit Card,Cancelled
5894,3161,2024-10-27,13198,Net Banking,Cancelled
5895,373,2024-04-01,176929,Debit Card,Processing
5896,531,2024-09-02,144048,Credit Card,Shipped
5897,4947,2023-02-04,86359,Credit Card,Processing
5898,8168,2023-02-20,72044,Net Banking,Processing
5899,6142,2024-09-26,199900,Credit Card,Cancelled
5900,826,2023-02-01,75970,Credit Card,Processing
5901,7035,2024-08-12,71655,UPI,Cancelled
5902,4567,2023-09-13,98019,UPI,Processing
5903,8067,2024-04-27,191582,Debit Card,Cancelled
5904,2100,2024-05-14,46469,Debit Card,Processing
5905,2793,2024-09-02,59170,Net Banking,Delivered
5906,8492,2023-10-10,111053,Credit Card,Delivered
5907,3547,2024-06-22,106979,UPI,Cancelled
5908,2970,2024-04-26,23102,Credit Card,Processing
5909,2090,2024-09-11,148754,Net Banking,Processing
5910,3168,2023-12-08,115566,Credit Card,Processing
5911,6175,2024-12-29,144050,Net Banking,Shipped
5912,7008,2023-07-15,183899,UPI,Delivered
5913,2844,2024-05-17,48396,Net Banking,Delivered
5914,3096,2024-03-05,32239,Debit Card,Cancelled
5915,5045,2024-05-03,23025,Credit Card,Cancelled
5916,5296,2024-04-25,131426,Debit Card,Processing
5917,5032,2023-02-21,107970,UPI,Delivered
5918,6770,2024-06-11,195659,UPI,Delivered
5919,120,2024-11-16,149323,UPI,Processing
5920,5692,2024-03-24,64807,Net Banking,Delivered
5921,4066,2023-02-16,178881,Net Banking,Cancelled
5922,4876,2024-01-22,165754,Net Banking,Processing
5923,2246,2024-01-13,180451,Net Banking,Processing
5924,1932,2023-10-14,90759,Debit Card,Shipped
5925,505,2024-11-04,52521,Net Banking,Processing
5926,4686,2023-09-20,83725,Credit Card,Processing
5927,8977,2024-06-06,109546,UPI,Cancelled
5928,4040,2023-06-10,121345,Credit Card,Cancelled
5929,4610,2023-12-23,113444,UPI,Shipped
5930,4557,2024-08-27,4346,UPI,Cancelled
5931,988,2023-02-16,105435,Credit Card,Cancelled
5932,4730,2024-09-19,5091,UPI,Processing
5933,8678,2023-01-16,123269,Net Banking,Processing
5934,4326,2024-04-06,27288,Debit Card,Delivered
5935,480,2023-10-22,110937,Credit Card,Delivered
5936,5106,2023-08-06,159582,UPI,Shipped
5937,8716,2024-05-15,54998,Credit Card,Processing
5938,9755,2024-12-02,25854,UPI,Cancelled
5939,7934,2023-08-08,24821,Credit Card,Processing
5940,7012,2023-03-20,162735,UPI,Processing
5941,6586,2023-07-13,19516,Debit Card,Shipped
5942,9765,2023-12-12,167582,Net Banking,Cancelled
5943,469,2023-09-26,93577,UPI,Processing
5944,8859,2023-02-24,194844,UPI,Processing
5945,6784,2024-11-11,139296,UPI,Delivered
5946,5126,2024-12-04,50920,Credit Card,Shipped
5947,52,2023-12-14,42132,Credit Card,Delivered
5948,6683,2024-04-02,142174,UPI,Processing
5949,6807,2024-05-29,151714,Debit Card,Cancelled
5950,7244,2023-12-28,167162,Credit Card,Shipped
5951,1583,2024-02-10,67492,UPI,Cancelled
5952,6883,2023-03-04,25803,Debit Card,Delivered
5953,9480,2024-01-15,126927,Net Banking,Cancelled
5954,8176,2023-07-15,82600,Credit Card,Processing
5955,902,2023-09-20,92507,Debit Card,Shipped
5956,8492,2024-06-19,49410,UPI,Shipped
5957,1538,2024-06-21,65316,Net Banking,Cancelled
5958,3416,2024-08-27,13930,Credit Card,Shipped
5959,1755,2023-07-24,7930,UPI,Delivered
5960,4474,2023-08-26,131306,Net Banking,Shipped
5961,230,2023-12-08,58206,Net Banking,Cancelled
5962,9347,2023-02-07,159018,Credit Card,Delivered
5963,7042,2024-05-16,180238,Net Banking,Cancelled
5964,451,2023-07-13,136087,Net Banking,Shipped
5965,8409,2023-09-22,100361,UPI,Delivered
5966,7772,2024-08-11,182099,UPI,Cancelled
5967,4826,2024-12-25,44360,UPI,Cancelled
5968,3428,2023-12-23,194095,Debit Card,Cancelled
5969,5676,2023-09-08,198632,Debit Card,Cancelled
5970,6355,2024-12-02,164665,Credit Card,Shipped
5971,7524,2024-11-01,92881,Debit Card,Delivered
5972,7877,2023-11-25,32856,Net Banking,Cancelled
5973,9646,2024-01-02,83653,Credit Card,Cancelled
5974,8295,2023-04-17,16682,UPI,Processing
5975,8572,2023-12-06,132383,Credit Card,Processing
5976,4691,2024-05-11,146925,Net Banking,Processing
5977,3308,2023-08-15,94743,Credit Card,Cancelled
5978,227,2024-02-01,151286,UPI,Processing
5979,8958,2023-08-28,126994,Net Banking,Delivered
5980,7897,2023-05-26,80983,Net Banking,Cancelled
5981,1174,2023-09-08,77402,Debit Card,Delivered
5982,3357,2023-01-25,19767,Credit Card,Cancelled
5983,873,2024-01-05,25260,Credit Card,Cancelled
5984,3990,2024-04-14,90113,Credit Card,Shipped
5985,6561,2023-09-02,6191,Debit Card,Delivered
5986,7849,2024-01-08,125519,UPI,Cancelled
5987,9949,2024-08-22,5138,Credit Card,Delivered
5988,3423,2024-12-05,68999,Credit Card,Cancelled
5989,6057,2023-04-17,191061,Net Banking,Shipped
5990,3739,2024-06-24,74579,UPI,Processing
5991,5485,2024-06-08,89114,Credit Card,Cancelled
5992,8874,2024-02-05,112659,Debit Card,Cancelled
5993,9083,2024-06-13,58822,Net Banking,Processing
5994,7707,2023-10-23,172681,Net Banking,Delivered
5995,6436,2023-07-13,94030,UPI,Shipped
5996,4228,2023-10-19,186795,Credit Card,Delivered
5997,7182,2024-08-23,43174,Net Banking,Shipped
5998,9846,2024-04-16,171363,Credit Card,Shipped
5999,7239,2023-12-28,180186,Credit Card,Shipped
6000,2008,2024-05-06,171029,UPI,Processing
6001,7818,2023-10-03,44807,Net Banking,Shipped
6002,3430,2024-08-30,95901,Debit Card,Delivered
6003,126,2023-01-22,58581,UPI,Cancelled
6004,5228,2023-01-29,68593,Debit Card,Cancelled
6005,2895,2024-02-28,73960,UPI,Delivered
6006,5026,2024-04-09,156416,Net Banking,Cancelled
6007,1825,2024-05-16,15885,Debit Card,Cancelled
6008,9730,2023-10-03,85865,Credit Card,Delivered
6009,5143,2023-07-11,130256,UPI,Processing
6010,4880,2023-07-11,61606,Net Banking,Processing
6011,4756,2024-04-16,139290,Debit Card,Shipped
6012,1311,2023-07-06,107185,UPI,Shipped
6013,6480,2023-11-25,55378,UPI,Cancelled
6014,6748,2023-08-08,129642,Debit Card,Cancelled
6015,6723,2023-08-23,22969,Credit Card,Delivered
6016,6580,2023-07-09,21978,Credit Card,Delivered
6017,3924,2023-02-02,149135,Credit Card,Delivered
6018,5405,2024-06-03,86085,Debit Card,Delivered
6019,128,2023-06-28,26522,Net Banking,Processing
6020,3054,2023-05-07,88630,Credit Card,Delivered
6021,788,2024-10-19,85062,Debit Card,Delivered
6022,1228,2024-10-23,32720,Debit Card,Shipped
6023,3262,2024-03-06,102463,Credit Card,Delivered
6024,7274,2024-04-09,189425,Net Banking,Cancelled
6025,1693,2024-09-05,139302,Debit Card,Shipped
6026,9496,2023-07-07,174123,Debit Card,Shipped
6027,377,2024-11-16,160805,UPI,Processing
6028,3151,2024-07-06,97647,Net Banking,Delivered
6029,8916,2024-10-22,111322,Debit Card,Cancelled
6030,3480,2023-08-02,145603,Net Banking,Delivered
6031,3209,2023-10-16,169560,Debit Card,Cancelled
6032,6059,2024-01-14,150758,Net Banking,Shipped
6033,8390,2024-04-29,24242,UPI,Delivered
6034,6854,2023-02-27,21182,Debit Card,Processing
6035,6683,2023-03-08,40876,Net Banking,Shipped
6036,7346,2024-09-14,7372,Credit Card,Cancelled
6037,8329,2024-08-03,176084,Credit Card,Delivered
6038,4306,2024-03-15,127807,Debit Card,Cancelled
6039,1266,2023-10-22,77854,Credit Card,Cancelled
6040,5333,2024-05-26,122340,Credit Card,Cancelled
6041,6721,2023-11-30,186711,Debit Card,Shipped
6042,2447,2024-08-30,93120,UPI,Shipped
6043,5420,2024-10-21,41603,UPI,Cancelled
6044,9802,2023-03-09,113213,UPI,Processing
6045,7655,2024-07-14,56372,UPI,Delivered
6046,1926,2023-01-14,65101,Credit Card,Delivered
6047,6647,2024-05-20,115857,Debit Card,Cancelled
6048,6902,2024-08-17,180333,UPI,Shipped
6049,7954,2024-02-23,183867,Net Banking,Processing
6050,2982,2023-02-02,139608,Credit Card,Shipped
6051,6617,2023-01-09,22722,Credit Card,Processing
6052,1606,2023-10-22,162664,Debit Card,Processing
6053,7858,2024-04-08,132971,Debit Card,Cancelled
6054,5940,2023-10-19,130247,Net Banking,Cancelled
6055,7980,2023-12-06,145858,Credit Card,Cancelled
6056,3291,2023-08-21,123471,Net Banking,Processing
6057,8560,2024-08-01,167632,Net Banking,Shipped
6058,6702,2024-08-03,193812,Debit Card,Shipped
6059,6681,2023-11-21,197735,Debit Card,Shipped
6060,2177,2023-06-14,58083,Net Banking,Cancelled
6061,5995,2024-03-03,170412,Debit Card,Shipped
6062,2951,2024-03-03,98659,Net Banking,Shipped
